"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.482159272E0,-1.608073711E-3,-9.941756725E-3,2.632617950E-2,2.818673722E-2
1.487159272E0,2.028942108E-4,-1.035398245E-2,2.134227753E-2,2.372211897E-2
1.492159272E0,-5.007028580E-3,-1.067954302E-2,9.606361389E-3,1.521200688E-2
1.497159272E0,-1.486873627E-2,-9.602844715E-3,4.033088684E-3,1.815378057E-2
1.502159272E0,-7.650256157E-4,-1.495480537E-2,-2.003479004E-2,2.501248248E-2
1.507159272E0,1.592028141E-2,-1.569235325E-2,-1.938819885E-2,2.959066686E-2
1.512159272E0,-1.325011253E-3,-1.514285803E-2,-1.478958130E-2,2.120833608E-2
1.517159272E0,9.078681469E-3,-8.493065834E-3,-1.088142395E-2,1.652150150E-2
1.522159272E0,5.467474461E-3,5.214214325E-4,1.800823212E-2,1.882715011E-2
1.527159272E0,1.877909899E-2,-1.510083675E-3,2.866268158E-2,3.429991584E-2
1.532159272E0,1.613724232E-2,1.974105835E-4,3.298664093E-2,3.672285447E-2
1.537159272E0,7.254421711E-3,-4.081308842E-3,2.893829346E-2,3.011160149E-2
1.542159272E0,-2.582132816E-3,-6.005942822E-3,2.329158783E-2,2.419166846E-2
1.547159272E0,5.513846874E-3,3.234088421E-3,1.295089722E-2,1.444256120E-2
1.552159272E0,-3.565788269E-3,-9.661912918E-5,7.448196411E-3,8.258317687E-3
1.557159272E0,-1.819610596E-3,3.513693810E-4,3.638267517E-3,4.083066701E-3
1.562159272E0,-9.801983833E-4,-1.276922226E-2,-1.035690308E-3,1.284859838E-2
1.567159272E0,-1.237046719E-2,-1.986533403E-2,-1.779174805E-2,2.939738514E-2
1.572159272E0,-6.770968437E-3,2.194702625E-3,4.353523254E-3,8.343614200E-3
1.577159272E0,9.782314301E-4,-1.258587837E-2,3.280639648E-4,1.262809950E-2
1.582159272E0,-7.351636887E-3,-8.004903793E-5,7.237434387E-3,1.031665785E-2
1.587159272E0,8.993506432E-3,7.354974747E-3,-1.662826538E-2,2.028492103E-2
1.592159272E0,3.970086575E-3,1.186966896E-3,-2.466201782E-3,4.822097993E-3
1.597159272E0,8.060038090E-3,-1.978337765E-3,-1.323699951E-3,8.404178477E-3
1.602159272E0,1.107120514E-2,-1.026928425E-3,9.832382202E-4,1.116211999E-2
1.607159272E0,7.902503014E-3,1.369178295E-3,-7.936477661E-3,1.128325666E-2
1.612159272E0,5.132198334E-3,4.447937012E-3,-2.697849274E-2,2.782018465E-2
1.617159272E0,-8.927702904E-3,5.209863186E-3,-1.480197906E-2,1.805395075E-2
1.622159272E0,6.523728371E-3,9.995639324E-3,-7.464408875E-3,1.407796992E-2
1.627159272E0,1.177114248E-2,1.005309820E-2,-1.262378693E-2,1.997459825E-2
1.632159272E0,9.023308754E-3,1.214247942E-2,2.288818359E-3,1.530028094E-2
1.637159272E0,6.331562996E-3,6.825327873E-3,7.612228394E-3,1.202579776E-2
1.642159272E0,-6.300270557E-3,4.092872143E-3,2.927780151E-4,7.518692070E-3
1.647159272E0,-4.955947399E-3,-2.412021160E-3,6.694793701E-3,8.671765876E-3
1.652159272E0,-8.864462376E-3,-1.304423809E-2,8.849143982E-3,1.808419724E-2
1.657159272E0,-1.243203878E-2,-2.276122570E-3,4.585266113E-3,1.344473829E-2
1.662159272E0,-5.211412907E-3,5.023181438E-3,7.472038269E-3,1.040300592E-2
1.667159272E0,-3.006875515E-3,1.669466496E-3,7.655143738E-3,8.392237150E-3
1.672159272E0,-1.844644547E-3,-7.717609406E-4,5.640983582E-3,5.984899683E-3
1.677159272E0,-1.162463427E-2,-9.236872196E-3,8.596420288E-3,1.715664220E-2
1.682159272E0,-9.367823601E-3,-8.232772350E-3,1.314640045E-2,1.812077549E-2
1.687159272E0,9.398758411E-3,-7.040023804E-3,-5.042076111E-3,1.277971542E-2
1.692159272E0,8.278489113E-4,-6.879985332E-3,-1.023578644E-2,1.236085984E-2
1.697159272E0,4.048287868E-3,-4.477262497E-3,-5.847930908E-3,8.404332813E-3
1.702159272E0,7.995486259E-3,1.270651817E-3,-5.810737610E-3,9.965291172E-3
1.707159272E0,3.118216991E-3,7.906556129E-4,-5.772590637E-3,6.608420096E-3
1.712159272E0,3.863215446E-3,3.222644329E-3,-5.723953247E-3,7.620597800E-3
1.717159272E0,3.620386124E-4,-4.155278206E-3,1.760482788E-3,4.527329077E-3
1.722159272E0,4.396557808E-3,-1.657426357E-3,3.811836243E-3,6.050361826E-3
1.727159272E0,-1.392704248E-2,2.968668938E-3,-9.871482849E-3,1.732690628E-2
1.732159272E0,-3.972530365E-3,-5.923986435E-3,6.866455078E-5,7.132974667E-3
1.737159272E0,-3.470838070E-3,-2.584099770E-3,2.267837524E-3,4.885424809E-3
1.742159272E0,-5.248367786E-3,-3.009021282E-3,1.492309570E-2,1.610274383E-2
1.747159272E0,-3.222644329E-3,-1.916736364E-2,1.761436462E-2,2.623049955E-2
1.752159272E0,-1.766145229E-3,-6.481349468E-3,2.621173859E-2,2.705886915E-2
1.757159272E0,3.542780876E-3,-4.876852036E-4,1.914978027E-2,1.948084233E-2
1.762159272E0,-5.294501781E-3,-1.098513603E-4,3.366470337E-3,6.275104698E-3
1.767159272E0,5.995869637E-3,8.378207684E-3,7.943153381E-3,1.300916993E-2
1.772159272E0,-8.899629116E-3,1.502811909E-3,6.419181824E-3,1.107554682E-2
1.777159272E0,-1.124745607E-2,-5.056560040E-3,7.315635681E-3,1.433850037E-2
1.782159272E0,-6.023287773E-3,-2.168834209E-3,1.418113708E-3,6.557048415E-3
1.787159272E0,9.474158287E-4,-7.010102272E-3,-3.054618835E-3,7.705181818E-3
1.792159272E0,3.414213657E-3,-1.375317574E-3,-5.797386169E-3,6.867171159E-3
1.797159272E0,-6.220161915E-3,-4.769861698E-3,-2.063274384E-2,2.207152267E-2
1.802159272E0,1.393002272E-2,-6.037771702E-3,-2.785682678E-3,1.543568100E-2
1.807159272E0,1.919591427E-2,-4.980325699E-3,-1.224040985E-2,2.330481500E-2
1.812159272E0,6.094932556E-3,1.509541273E-2,-1.752758026E-2,2.392144975E-2
1.817159272E0,-2.473890781E-3,-1.173496246E-3,-2.013492584E-2,2.032024773E-2
1.822159272E0,4.655122757E-4,6.777346134E-3,-2.651500702E-2,2.737142158E-2
1.827159272E0,1.764237881E-3,-1.808047295E-3,-1.735877991E-2,1.754163077E-2
1.832159272E0,6.288230419E-3,-4.723668098E-4,-1.940536499E-2,2.040424374E-2
1.837159272E0,1.430630684E-3,8.586764336E-3,-1.359176636E-2,1.614048756E-2
1.842159272E0,-2.154111862E-3,2.986073494E-3,-2.655982971E-3,4.539942551E-3
1.847159272E0,-7.352173328E-3,1.092553139E-3,1.001358032E-2,1.247076244E-2
1.852159272E0,-8.489310741E-3,-1.126706600E-3,2.117919922E-2,2.284505076E-2
1.857159272E0,-1.433503628E-2,-2.590298653E-3,2.956104279E-2,3.295539657E-2
1.862159272E0,-4.873812199E-3,2.800524235E-3,2.490615845E-2,2.553260092E-2
1.867159272E0,-7.391750813E-3,-7.060170174E-4,2.726840973E-2,2.826132710E-2
1.872159272E0,-1.202768087E-2,-1.550930738E-2,1.634502411E-2,2.554140826E-2
1.877159272E0,-5.602598190E-3,-2.275604010E-2,-2.317428589E-3,2.354988201E-2
1.882159272E0,-3.300189972E-3,-2.860444784E-2,-6.011962891E-3,2.941512176E-2
1.887159272E0,-5.533158779E-3,-1.213109493E-2,-5.955696106E-3,1.460306908E-2
1.892159272E0,-1.200079918E-3,-7.848203182E-3,-1.791572571E-2,1.959611473E-2
1.897159272E0,-3.018796444E-3,-1.327484846E-2,-1.009368896E-2,1.694748626E-2
1.902159272E0,-1.190632582E-2,1.155173779E-2,-1.426792145E-2,2.188096942E-2
1.907159272E0,1.494646072E-3,1.363682747E-2,-2.400684357E-2,2.765005549E-2
1.912159272E0,7.559478283E-3,9.700238705E-3,-1.916980743E-2,2.277546618E-2
1.917159272E0,1.028233767E-2,1.024174690E-2,-2.438545227E-2,2.837728193E-2
1.922159272E0,4.749953747E-3,5.801200867E-3,9.070396423E-3,1.176809600E-2
1.927159272E0,-4.739046097E-3,-3.193914890E-3,8.390426636E-3,1.015179341E-2
1.932159272E0,-2.942085266E-4,-3.610014915E-3,1.510047913E-2,1.552878734E-2
1.937159272E0,3.446936607E-4,-1.361298561E-2,1.866912842E-2,2.310775945E-2
1.942159272E0,3.972709179E-3,-2.927803993E-2,-2.476978302E-2,3.855552089E-2
1.947159272E0,-3.624200821E-3,-1.910281181E-2,-5.862998962E-2,6.176995980E-2
1.952159272E0,8.221805096E-3,-1.383656263E-2,-6.190872192E-2,6.396669754E-2
1.957159272E0,8.283317089E-3,-6.576120853E-3,-3.693294525E-2,3.841745895E-2
1.962159272E0,5.783200264E-3,-6.796598434E-3,-1.516342163E-3,9.051985922E-3
1.967159272E0,1.402384043E-2,-7.474422455E-3,4.776763916E-2,5.034165713E-2
1.972159272E0,6.132602692E-3,-5.762398243E-3,8.661842346E-2,8.702623359E-2
1.977159272E0,1.361936331E-2,-5.033075809E-3,1.416721344E-1,1.424142288E-1
1.982159272E0,1.197391748E-2,-2.669453621E-3,2.247524261E-1,2.250869915E-1
1.987159272E0,-1.247757673E-2,5.942285061E-3,2.996978760E-1,3.000163621E-1
1.992159272E0,-5.168622732E-2,7.909238338E-3,2.097692490E-1,2.161877886E-1
1.997159272E0,-7.468450069E-2,2.251267433E-2,1.880645752E-3,7.802648254E-2
2.002159272E0,-6.627726555E-2,4.234784842E-2,-2.433786392E-1,2.557717307E-1
2.007159272E0,-4.400986433E-2,2.846831083E-2,-3.871660233E-1,3.906978915E-1
2.012159272E0,-4.564404488E-3,3.230452538E-2,-3.873224258E-1,3.886940670E-1
2.017159272E0,3.447312117E-2,2.015519142E-2,-2.091665268E-1,2.129442738E-1
2.022159272E0,3.106474876E-2,-1.612246037E-3,4.851531982E-2,5.763119130E-2
2.027159272E0,2.379029989E-2,-2.589792013E-2,2.112760544E-1,2.141827533E-1
2.032159272E0,2.671194077E-2,-4.970055819E-2,1.751337051E-1,1.839986085E-1
2.037159272E0,2.951860428E-2,-6.155258417E-2,5.954170227E-2,9.058301676E-2
2.042159272E0,2.839422226E-2,-6.682544947E-2,1.404762268E-3,7.262124972E-2
2.047159272E0,5.243122578E-3,-5.386537313E-2,6.485366821E-2,8.446873409E-2
2.052159272E0,-2.683568001E-2,-2.656900883E-2,1.622524261E-1,1.665890625E-1
2.057159272E0,-5.754870176E-2,1.871275902E-2,1.871728897E-1,1.967122545E-1
2.062159272E0,-7.471179962E-2,4.719763994E-2,1.538219452E-1,1.773997211E-1
2.067159272E0,-8.299195766E-2,6.798231602E-2,1.025781631E-1,1.484302526E-1
2.072159272E0,-7.366794348E-2,7.692158222E-2,4.533672333E-2,1.157554067E-1
2.077159272E0,-5.463737249E-2,6.178963184E-2,-1.977348328E-2,8.481858120E-2
2.082159272E0,-4.362553358E-2,5.679720640E-2,-6.848144531E-2,9.908994998E-2
2.087159272E0,-2.282857895E-4,8.416354656E-3,-1.105728149E-1,1.108928967E-1
2.092159272E0,1.654994488E-2,-1.302093267E-2,-1.324853897E-1,1.341485142E-1
2.097159272E0,4.986369610E-2,-3.437954187E-2,-1.298465729E-1,1.432776102E-1
2.102159272E0,8.553987741E-2,-4.281198978E-2,-1.104621887E-1,1.461226616E-1
2.107159272E0,9.515959024E-2,-4.006576538E-2,-6.328773499E-2,1.211030576E-1
2.112159272E0,9.457153082E-2,-3.128790855E-2,-1.217174530E-2,1.003536698E-1
2.117159272E0,9.251284599E-2,-2.294814587E-2,1.598072052E-2,9.664692184E-2
2.122159272E0,8.224225044E-2,-1.700896025E-2,4.132270813E-3,8.408429193E-2
2.127159272E0,6.410235167E-2,-1.611948013E-3,8.090972900E-3,6.463105838E-2
2.132159272E0,3.947824240E-2,1.229953766E-2,-2.799034119E-3,4.144447902E-2
2.137159272E0,2.108275890E-2,3.448224068E-2,-3.183841705E-2,5.145087410E-2
2.142159272E0,1.517158747E-2,3.441768885E-2,-4.808235168E-2,6.104643245E-2
2.147159272E0,1.249682903E-2,3.301924467E-2,-5.099868774E-2,6.202666690E-2
2.152159272E0,9.308815002E-3,3.922170401E-2,-3.610706329E-2,5.411761378E-2
2.157159272E0,-1.686215401E-4,3.097689152E-2,-2.804851532E-2,4.178893936E-2
2.162159272E0,-1.843571663E-3,2.277612686E-2,-2.128505707E-2,3.122826229E-2
2.167159272E0,-8.225023746E-3,9.983778000E-5,-6.047248840E-3,1.020931936E-2
2.172159272E0,-3.365039825E-3,-3.640115261E-3,6.711006165E-3,8.343352796E-3
2.177159272E0,-1.437550783E-2,-1.128655672E-2,7.842063904E-3,1.988817624E-2
2.182159272E0,-3.755068779E-2,-2.427202463E-2,2.014827728E-2,4.904221050E-2
2.187159272E0,-4.588055611E-2,-3.489756584E-2,-8.789062500E-3,5.831048919E-2
2.192159272E0,-5.039817095E-2,-3.651708364E-2,-8.895874023E-3,6.286978294E-2
2.197159272E0,-3.211367130E-2,-5.403202772E-2,-4.712104797E-3,6.303135597E-2
2.202159272E0,-3.864449263E-2,-3.950768709E-2,-2.085781097E-2,5.907031766E-2
2.207159272E0,-4.412597418E-2,-3.383427858E-2,-2.489852905E-2,6.092451685E-2
2.212159272E0,-4.090625048E-2,-3.538453579E-2,-2.674579620E-2,6.033841493E-2
2.217159272E0,-4.087799788E-2,-3.691852093E-2,-1.956748962E-2,5.845403791E-2
2.222159272E0,-2.590376139E-2,-2.042025328E-2,-7.340431213E-3,3.379161920E-2
2.227159272E0,-2.593272924E-2,5.482733250E-3,-7.249832153E-3,2.747957198E-2
2.232159272E0,-2.173352242E-2,3.393173218E-3,-2.154350281E-3,2.210205525E-2
2.237159272E0,-2.533048391E-2,1.920408010E-2,3.308296204E-3,3.195895699E-2
2.242159272E0,-1.990026236E-2,1.421099901E-2,-2.255439758E-3,2.455727882E-2
2.247159272E0,-1.212573051E-2,2.457034588E-2,-3.464698792E-3,2.761773660E-2
2.252159272E0,-1.247227192E-3,2.615028620E-2,1.387596130E-2,2.962997378E-2
2.257159272E0,-1.155358553E-2,2.019977570E-2,1.191997528E-2,2.614578527E-2
2.262159272E0,-1.201140881E-2,5.969941616E-3,2.023696899E-2,2.427857200E-2
2.267159272E0,-1.944243908E-3,8.710741997E-3,1.665973663E-2,1.889983955E-2
2.272159272E0,-1.327157021E-3,1.477241516E-3,2.428722382E-2,2.436827505E-2
2.277159272E0,2.436697483E-3,-1.212674379E-2,1.188850403E-2,1.715610497E-2
2.282159272E0,4.284918308E-3,-1.134634018E-2,-2.269744873E-4,1.213060088E-2
2.287159272E0,4.140019417E-3,-1.437765360E-2,-2.865791321E-3,1.523382564E-2
2.292159272E0,8.746922016E-3,-1.358383894E-2,-6.220817566E-3,1.731265134E-2
2.297159272E0,2.337080240E-2,-6.801426411E-3,-7.498741150E-3,2.546929377E-2
2.302159272E0,2.043902874E-2,-6.058871746E-3,-2.717971802E-3,2.149072343E-2
2.307159272E0,2.141535282E-2,-5.253314972E-3,-7.414817810E-3,2.326358050E-2
2.312159272E0,2.680689096E-2,-4.718959332E-3,-6.083488464E-3,2.789062230E-2
2.317159272E0,1.961714029E-2,-1.292145252E-2,-8.402824402E-3,2.494801769E-2
2.322159272E0,1.942181587E-2,-7.241725922E-3,-2.195835114E-2,3.019633605E-2
2.327159272E0,2.588212490E-2,-1.785576344E-3,-1.957321167E-2,3.249897364E-2
2.332159272E0,2.126801014E-2,3.477573395E-3,5.005550385E-2,5.449747918E-2
2.337159272E0,2.893203497E-2,1.783126593E-2,6.838035583E-2,7.636026294E-2
2.342159272E0,3.025060892E-2,1.239734888E-2,-3.561973572E-2,4.834831095E-2
2.347159272E0,3.877693415E-2,-6.906986237E-4,-1.547117233E-1,1.594987305E-1
2.352159272E0,3.111016750E-2,-1.836878061E-2,-1.121425629E-1,1.178185428E-1
2.357159272E0,2.768415213E-2,-1.868236065E-2,2.769184113E-2,4.338526182E-2
2.362159272E0,1.337039471E-2,-1.629227400E-2,1.684503555E-1,1.697637415E-1
2.367159272E0,-1.169782877E-2,-9.401619434E-3,2.249927521E-1,2.254927230E-1
2.372159272E0,-3.494864702E-2,1.123535633E-2,1.748018265E-1,1.786150041E-1
2.377159272E0,-4.119896889E-2,3.999710083E-3,7.253265381E-2,8.351250557E-2
2.382159272E0,-4.570305347E-2,7.837891579E-3,-2.421092987E-2,5.231033136E-2
2.387159272E0,-4.070740938E-2,9.227633476E-3,-6.062507629E-2,7.360463487E-2
2.392159272E0,-2.923655510E-2,1.161754131E-2,-7.478427887E-2,8.113218712E-2
2.397159272E0,-1.826602221E-2,1.326799393E-3,-7.063007355E-2,7.296584991E-2
2.402159272E0,1.213353872E-2,-7.571339607E-3,-1.934432983E-2,2.405724511E-2
2.407159272E0,6.796300411E-3,-1.387995481E-2,3.955841064E-3,1.595279046E-2
2.412159272E0,1.882755756E-2,-1.388037205E-2,2.326011658E-2,3.298749271E-2
2.417159272E0,1.161396503E-2,-8.164525032E-3,3.466606140E-3,1.461372680E-2
2.422159272E0,2.273619175E-2,-6.978988647E-3,-3.286743164E-2,4.056980109E-2
2.427159272E0,2.452266216E-2,-2.389490604E-3,-5.634880066E-2,6.150006472E-2
2.432159272E0,2.693247795E-2,7.759273052E-3,-6.386947632E-2,6.974865369E-2
2.437159272E0,1.650536060E-2,1.613658667E-2,-6.178474426E-2,6.595582599E-2
2.442159272E0,1.651084423E-2,1.963776350E-2,-4.342269897E-2,5.043590506E-2
2.447159272E0,2.635186911E-2,1.913160086E-2,-4.520320892E-2,5.571148224E-2
2.452159272E0,1.352351904E-2,1.528781652E-2,-3.000164032E-2,3.628637931E-2
2.457159272E0,2.152717113E-2,1.864165068E-2,-2.294063568E-2,3.656778640E-2
2.462159272E0,1.538389921E-2,1.183480024E-2,-1.392269135E-2,2.388656916E-2
2.467159272E0,7.213592529E-3,8.583962917E-3,-3.000259399E-3,1.160697605E-2
2.472159272E0,-2.737045288E-3,1.763284206E-3,-6.752967834E-3,7.496876861E-3
2.477159272E0,-1.492720842E-2,5.248248577E-3,-1.886558533E-2,2.462267195E-2
2.482159272E0,-1.651442051E-2,5.381166935E-3,-1.530647278E-3,1.743633916E-2
2.487159272E0,-9.269893169E-3,4.677593708E-3,-1.418781281E-2,1.758137749E-2
2.492159272E0,-2.244102955E-2,3.995776176E-3,-8.082389832E-3,2.418452108E-2
2.497159272E0,-1.201462746E-2,3.288388252E-3,-1.874160767E-2,2.250361367E-2
2.502159272E0,-1.486045122E-2,2.588450909E-3,-1.915550232E-2,2.438168078E-2
2.507159272E0,-1.734906435E-2,5.035758018E-3,-2.726745605E-2,3.270876109E-2
2.512159272E0,-2.922350168E-2,1.956641674E-3,-6.181716919E-3,2.993417982E-2
2.517159272E0,-1.845878363E-2,-4.065394402E-3,1.372814178E-2,2.336056509E-2
2.522159272E0,-2.264243364E-2,-6.018936634E-3,4.633998871E-2,5.192592756E-2
2.527159272E0,-2.390336990E-2,-1.936227083E-2,4.059505463E-2,5.093355559E-2
2.532159272E0,-2.746248245E-2,-2.129328251E-2,5.380535126E-2,6.405160143E-2
2.537159272E0,-2.946352959E-2,-2.445363998E-2,3.710079193E-2,5.331555914E-2
2.542159272E0,-2.835261822E-2,-2.143293619E-2,3.845310211E-2,5.236299051E-2
2.547159272E0,-1.885879040E-2,-1.983106136E-2,2.903556824E-2,3.989973926E-2
2.552159272E0,-3.405678272E-2,-1.993298531E-2,3.110790253E-2,5.024828308E-2
2.557159272E0,-1.647293568E-2,-1.606619358E-2,1.225566864E-2,2.607070386E-2
2.562159272E0,-2.082604170E-2,-2.860939503E-2,1.310920715E-2,3.773688923E-2
2.567159272E0,-1.596951485E-2,-1.839816570E-2,1.205444336E-2,2.718138169E-2
2.572159272E0,-8.691370487E-3,-1.302599907E-3,1.602077484E-2,1.827298317E-2
2.577159272E0,-8.201718330E-3,3.504216671E-3,4.698753357E-3,1.008097223E-2
2.582159272E0,4.142940044E-3,-3.753125668E-3,1.310825348E-2,1.425048118E-2
2.587159272E0,7.420003414E-3,1.084530354E-2,1.704692841E-2,2.152382000E-2
2.592159272E0,1.637601852E-2,-6.588518620E-3,6.499290466E-3,1.881019237E-2
2.597159272E0,1.293599606E-2,-2.255076170E-2,-4.203796387E-3,2.633531377E-2
2.602159272E0,2.353054285E-2,-1.050335169E-2,7.299423218E-3,2.678224081E-2
2.607159272E0,2.766543627E-2,-6.170809269E-3,-5.331039429E-4,2.835029895E-2
2.612159272E0,1.628148556E-2,1.952469349E-3,1.594638824E-2,2.287326401E-2
2.617159272E0,1.008915901E-2,-2.897500992E-3,2.572250366E-2,2.778189764E-2
2.622159272E0,1.392376423E-2,6.749689579E-3,1.735687256E-2,2.325275349E-2
2.627159272E0,-4.648685455E-3,1.345944405E-2,2.536392212E-2,2.908772002E-2
2.632159272E0,-7.722377777E-4,2.618491650E-3,2.323246002E-2,2.339230746E-2
2.637159272E0,-3.835141659E-3,-5.476653576E-3,1.336956024E-2,1.494814995E-2
2.642159272E0,-4.598140717E-3,-3.351807594E-3,1.229000092E-2,1.354332436E-2
2.647159272E0,-1.035946608E-2,2.211928368E-3,3.685951233E-3,1.121594405E-2
2.652159272E0,-3.837108612E-3,4.418194294E-3,-7.801055908E-4,5.903592809E-3
2.657159272E0,2.725601196E-3,-1.521217823E-2,8.115768433E-3,1.745580034E-2
2.662159272E0,7.717669010E-3,-1.445698738E-2,-7.881164551E-3,1.818459936E-2
2.667159272E0,-1.004445553E-2,-5.678534508E-3,-1.738643646E-2,2.086684005E-2
2.672159272E0,3.511369228E-3,-1.294642687E-2,-1.414012909E-2,1.949058576E-2
2.677159272E0,6.757080555E-3,-3.793239594E-3,-1.576423645E-2,1.756581780E-2
2.682159272E0,6.367266178E-3,2.561509609E-3,-1.021003723E-2,1.230236848E-2
2.687159272E0,1.847410202E-2,3.484427929E-3,-1.567840576E-3,1.886509495E-2
2.692159272E0,1.701229811E-2,5.093276501E-3,-2.120971680E-3,1.788458200E-2
2.697159272E0,1.450359821E-3,9.580314159E-3,-1.640510559E-2,1.905291192E-2
2.702159272E0,-3.712713718E-3,5.091249943E-3,-3.266334534E-3,7.097465070E-3
2.707159272E0,5.912601948E-3,6.106495857E-3,-7.613182068E-3,1.141090245E-2
2.712159272E0,1.100361347E-3,8.069515228E-3,-4.185676575E-3,9.156842223E-3
2.717159272E0,-9.752631187E-3,7.233738899E-3,-5.004882812E-3,1.313353134E-2
2.722159272E0,-5.052387714E-3,3.613710403E-3,-3.207206726E-3,6.990829670E-3
2.727159272E0,-1.246923208E-2,4.738569260E-5,2.092361450E-3,1.264365337E-2
2.732159272E0,-1.676976681E-3,8.623778820E-3,6.388664246E-3,1.086263517E-2
2.737159272E0,-1.020437479E-2,4.820525646E-3,1.386642456E-3,1.137055450E-2
2.742159272E0,-1.410275698E-2,1.190406084E-2,-1.042842865E-2,2.119779571E-2
2.747159272E0,-7.351815701E-3,2.181583643E-2,-2.578735352E-3,2.316527119E-2
2.752159272E0,-3.370881081E-3,9.601950645E-3,1.851081848E-3,1.034344234E-2
2.757159272E0,-1.202082634E-2,-9.274840355E-3,-1.573562622E-3,1.526430571E-2
2.762159272E0,-9.044170380E-3,-4.400432110E-3,-7.225990295E-3,1.238449661E-2
2.767159272E0,-2.655446529E-3,-4.783332348E-3,-1.964092255E-2,2.038866114E-2
2.772159272E0,2.704083920E-3,-5.267620087E-3,-1.163959503E-2,1.305909889E-2
2.777159272E0,1.411634684E-2,-2.745747566E-3,-5.382537842E-3,1.535519753E-2
2.782159272E0,3.248453140E-4,-6.474077702E-3,2.707481384E-3,7.024931459E-3
2.787159272E0,-7.367730141E-3,5.460739136E-3,1.499462128E-2,1.757673993E-2
2.792159272E0,-1.012217999E-2,-1.352471113E-2,1.483154297E-2,2.248001347E-2
2.797159272E0,-8.147001266E-3,-1.620149612E-2,9.204864502E-3,2.033695250E-2
2.802159272E0,-4.217267036E-3,-1.477587223E-2,1.191139221E-2,1.944204222E-2
2.807159272E0,-1.306867599E-2,-7.098317146E-4,1.183700562E-2,1.764678031E-2
2.812159272E0,-4.903316498E-3,-1.008486748E-2,4.622459412E-3,1.212906409E-2
2.817159272E0,-1.191204786E-2,-7.623910904E-3,1.622772217E-2,2.152579542E-2
2.822159272E0,-1.027566195E-2,-2.654075623E-3,4.023551941E-3,1.134999190E-2
2.827159272E0,-8.146941662E-3,-5.640625954E-3,-8.249282837E-4,9.943330743E-3
2.832159272E0,-3.784120083E-3,-8.964657784E-3,5.529403687E-3,1.119191490E-2
2.837159272E0,4.023492336E-3,-6.689548492E-3,1.159858704E-2,1.398090737E-2
2.842159272E0,-1.238298416E-2,-1.038491726E-2,2.057838440E-2,2.616590736E-2
2.847159272E0,-7.447719574E-3,-1.396661997E-2,1.847267151E-3,1.593572703E-2
2.852159272E0,1.067221165E-3,-3.228724003E-3,6.263732910E-3,7.127269440E-3
2.857159272E0,4.463791847E-3,-1.051783562E-2,1.198005676E-2,1.655512198E-2
2.862159272E0,5.356311798E-3,-1.046293974E-2,1.811981201E-3,1.189312658E-2
2.867159272E0,-2.501428127E-3,-4.252254963E-3,3.381729126E-3,5.981212822E-3
2.872159272E0,-1.171785593E-2,-8.375763893E-3,-2.041816711E-3,1.454752845E-2
2.877159272E0,-9.354770184E-3,-5.964279175E-3,5.755424500E-3,1.249837039E-2
2.882159272E0,5.215704441E-3,-1.059728861E-2,1.675605774E-3,1.192953282E-2
2.887159272E0,7.039666176E-3,-1.114112139E-2,-2.527236938E-4,1.318125013E-2
2.892159272E0,9.513854980E-3,4.120409489E-3,-9.428977966E-3,1.401416556E-2
2.897159272E0,7.539987564E-5,6.367325783E-3,-1.248073578E-2,1.401132714E-2
2.902159272E0,3.141105175E-3,2.881228924E-3,-6.514549255E-3,7.785073785E-3
2.907159272E0,8.663356304E-3,1.355892420E-2,-1.002120972E-2,1.895581209E-2
2.912159272E0,1.809531450E-2,1.040101051E-3,-1.648330688E-2,2.449942087E-2
2.917159272E0,1.038312912E-4,8.167803288E-3,-2.601051331E-2,2.726298945E-2
2.922159272E0,4.728019238E-3,1.288712025E-3,-1.416492462E-2,1.498866352E-2
2.927159272E0,3.204882145E-3,1.002097130E-2,-6.678581238E-3,1.246172471E-2
2.932159272E0,-2.203583717E-3,5.436480045E-3,-1.856040955E-2,1.946535124E-2
2.937159272E0,-2.036273479E-3,1.624000072E-2,-1.263523102E-2,2.067687346E-2
2.942159272E0,-6.889462471E-3,4.637598991E-3,7.131576538E-3,1.094675301E-2
2.947159272E0,-5.186438560E-3,6.168663502E-3,-4.482269287E-5,8.059377359E-3
2.952159272E0,-4.415750504E-3,7.273674011E-3,2.833366394E-3,8.968453114E-3
2.957159272E0,1.064777374E-3,-1.644015312E-3,1.767444611E-2,1.778264835E-2
2.962159272E0,1.215755939E-3,3.738522530E-3,1.893424988E-2,1.933805656E-2
